codigo,cirugia,rvu,especialidad,grupo
47440,DUODENOCHOLEDOCHOTOMY TRANSDUODEN CHOLEDOCHOLITH,10.6,Digestivo,Hígado / Páncreas
47460,TRANSDUODENAL SPHINCTEROTOMY (SEPART PROC),10.6,Digestivo,Hígado / Páncreas
47480,CHOLECYSTOTOMY W/EXPLOR/REMOV CALCU (SEP PRO),7.4,Digestivo,Hígado / Páncreas
47490,PERCUT CHOLECYSTOSTOMY,2.9,Digestivo,Hígado / Páncreas
47500,INJ PROC PERCUT TRANSHEPATIC CHOLANGIOGRAPHY,1.6,Digestivo,Hígado / Páncreas
47505,INJ PROC CHOLANGIOGRAPHY THRU AN EXISTING CATH,0.4,Digestivo,Hígado / Páncreas
47510,INTRO PERCUT TRANSHEPATIC CATH BILI DRAINAGE,2,Digestivo,Hígado / Páncreas
47511,INTRO TRANSHEPATIC STENT INT & EXT BILI DRAINAGE,2,Digestivo,Hígado / Páncreas
47525,CHANGE PERCUT BILI DRAINAGE CATH,1.5,Digestivo,Hígado / Páncreas
47530,REVIS &/OR REINSERTION TRANSHEPATIC T-TUBE,1.9,Digestivo,Hígado / Páncreas
47550,BILI ENDO INTRAOPERATIVE,1,Digestivo,Hígado / Páncreas
47552,BILI ENDO PERCUT VIA T-TUBE/OTHER TRACT; DX,2,Digestivo,Hígado / Páncreas
47553,BILI ENDO VIA T-TUBE; BX &/OR COLLEC SPECMN,2.4,Digestivo,Hígado / Páncreas
47554,BILI ENDO PERCUT VIA T-TUBE; REMOV STONE,2.4,Digestivo,Hígado / Páncreas
47555,BILI ENDO VIA T-TUBE; DILAT BILI DUCT WO STENT,2.4,Digestivo,Hígado / Páncreas
47556,BILI ENDO VIA T-TUBE; DILAT BILI DUCT W/STENT,2.4,Digestivo,Hígado / Páncreas
47600,CHOLEY,8.2,Digestivo,Hígado / Páncreas
47605,CHOLEY; W/CHOLANGIOGRAPHY,9.3,Digestivo,Hígado / Páncreas
47610,CHOLEY W/EXPLOR COMMON DUCT,9.6,Digestivo,Hígado / Páncreas
47612,CHOLEY W/EXPLOR COMMON DUCT; W/CHOLEDOCHOENTEROS,13.2,Digestivo,Hígado / Páncreas
47620,CHOLEY; W/TRANSDUODENAL SPHINCTEROTOMY,10.9,Digestivo,Hígado / Páncreas
47630,BILI DUCT STONE EXTRACTION VIA T-TUBE/BASKET,2.9,Digestivo,Hígado / Páncreas
47700,EXPLOR CONGEN ATRESIA BILE DUCTS WO REPR WO BX,7.4,Digestivo,Hígado / Páncreas
47701,PORTOENTEROSTOMY,13.5,Digestivo,Hígado / Páncreas
47710,EXC BILE DUCT TUMOR W/REPR,RNE,Digestivo,Hígado / Páncreas
47715,EXC CHOLEDOCHAL CYST,RNE,Digestivo,Hígado / Páncreas
47716,ANASTOM CHOLEDOCHAL CYST WO EXC,RNE,Digestivo,Hígado / Páncreas
47720,CHOLECYSTOENTEROSTOMY; DIRECT,7.4,Digestivo,Hígado / Páncreas
47721,CHOLECYSTOENTEROSTOMY; W/GASTROENTEROSTOMY,9.3,Digestivo,Hígado / Páncreas
47740,CHOLECYSTOENTEROSTOMY; ROUX-EN-Y,8.3,Digestivo,Hígado / Páncreas
47760,ANASTOM DIRECT EXTRAHEPATIC BILI DUCTS & GI TRAC,10.3,Digestivo,Hígado / Páncreas
47765,ANASTOM DIRECT INTRAHEPATIC DUCTS & GI TRACT,11.3,Digestivo,Hígado / Páncreas
47780,ANASTOM ROUX-EN-Y EXTRAHEPATIC BILI DUCTS & GI,14.5,Digestivo,Hígado / Páncreas
47800,RECON PLASTIC EXTRAHEPATIC BILI DUCT W/END-END,10.8,Digestivo,Hígado / Páncreas
47801,PLCMT CHOLEDOCHAL STENT,RNE,Digestivo,Hígado / Páncreas
47802,U-TUBE HEPATICOENTEROSTOMY,11.3,Digestivo,Hígado / Páncreas
47999,UNLISTED PROC BILI TRACT,BR,Digestivo,Hígado / Páncreas
